Transaction_ID,Invoice_Date,Product_Name,Product_Category,Sales_Region,Base_Price,Units_Ordered,Discount_Percentage,Tax_Amount,Total_Invoice_USD,Payment_Method,Customer_Segment,Fulfillment_Status,Customer_Rating
TXN-2024-10166,13 Mar 2024,IPHONE 15 PRO,Electronics,NORTH AMERICA,999.00 USD,18,0.00,$79.92,$17982.00,Credit Card,Mid-Market,Cancelled,3.0
TXN-2024-10167,05-10-2024,samsung galaxy s24 ultra,Electronics,Asia-Pac,1299.00,2,0.00,$103.92,$2598.00,ACH Transfer,Direct Consumer,In Transit,4.8
TXN-2024-10168,13-02-2024,SAMSUNG GALAXY S24 ULTRA,Electronics,Europe West,"€1,195.08",8,20%,$103.92,$8313.60,ACH Transfer,Direct Consumer,Delivered,4.0
TXN-2024-10169,2024.02.19,apple watch ultra 2,WEARABLES,APAC,"₹66,317",7,0%,$63.92,"5,593.00",PayPal,Direct Consumer,In Transit,3.0
TXN-2024-10170,2024/12/24,IPHONE 15 PRO,Electronics,Europe West,999.00 USD,3,20%,$79.92,$2397.60,PayPal,Small Business,Processing,1.0
TXN-2024-10171,2024.02.14,Logitech MX Master 3S,Accessories,MENA,99.00 USD,18,0.10,$7.92,"1,603.80",Purchase Order,Mid-Market,Pending Approval,1.0
TXN-2024-10172,2024.11.15,macbook pro 16-inch,Computers,Latin America,"$2,499",15,25%,$199.92,$28113.75,Cryptocurrency,Government,Delivered,4.0
TXN-2024-10173,27 Feb 2024,Logitech Mouse MX3S,accessories,asia pacific,$99,1,0%,$7.92,99.00,Cryptocurrency,Small Business,Cancelled,3.0
TXN-2024-10174,21 Mar 2024,Logitech MX Master 3S,Accessories,ASIA PACIFIC,99.00 USD,22,20%,$7.92,"$1,742.40",Credit Card,Mid-Market,Refunded,4.8
TXN-2024-10175,23 Nov 2024,ipad pro 12.9,tablets,middle east,"$1,099",7,0.30,N/A,$5385.10,ACH Transfer,Government,Refunded,4.0
TXN-2024-10176,22 Jun 2024,Dell XPS15,Computers,Asia-Pac,"₹157,658",323,20%,$151.96,"490,830.80",PayPal,Direct Consumer,Processing,4.5
TXN-2024-10177,2024/07/10,samsung galaxy s24 ultra,Electronics,Europe West,1299.00,4,15%,$103.92,"$4,416.60",ACH Transfer,Direct Consumer,Processing,4.5
TXN-2024-10178,2024.02.21,iphone 15 pro,Electronics,North America,999.00,11,5%,N/A,$10439.55,Credit Card,Enterprise,Processing,2.0
TXN-2024-10179,09/19/2024,AppleWatchUltra2,Wearables,Middle East,"₹66,317",2,10%,$63.92,"1,438.20",null,Enterprise,Delivered,2.0
TXN-2024-10180,05/19/2024,sony wh-1000xm5,Audio,middle east,"₹33,199",15,10%,,$5399.87,Purchase Order,Small Business,In Transit,4.0
TXN-2024-10181,2024/07/19,Samsung Galaxy S24 Ultra,Electronics,EUROPE WEST,"$1,299.00",20,30%,$103.92,"₹1,509,438",Corporate Wire,Mid-Market,In Transit,Pending
TXN-2024-10182,19 Sep 2024,Logitech Mouse MX3S,Accessories,NA Region,$99.00,7,15%,$7.92,$589.05,PayPal,Small Business,Refunded,3.0
TXN-2024-10183,09/15/2024,"MacBook Pro 16""",Computers,middle east,2499.00 USD,16,0.15,$199.92,$33986.40,null,Enterprise,Refunded,5.0
TXN-2024-10184,2024/02/22,samsung galaxy s24 ultra,Electronics,Mid East,"₹107,817",2,25%,$103.92,$1948.50,Corporate Wire,Enterprise,In Transit,1.0
TXN-2024-10185,2024/03/15,Dell XPS15,computers,MENA,"$1,899.50",1,30%,$151.96,"(1,329.65)",Purchase Order,Mid-Market,In Transit,3.0
TXN-2024-10186,08/12/2024,Logitech MX Master 3S,Accessories,N. America,$99.00,2,5%,$7.92,$188.10,Corporate Wire,Enterprise,Cancelled,3.0
TXN-2024-10187,2024/06/16,LOGITECH MX MASTER,Accessories,North America,€91.08,5,0.30,$7.92,346.50,PayPal,Enterprise,Delivered,4.8
TXN-2024-10188,17-03-2024,logitech mx master 3s,Accessories,Latin America,$99,177,10%,$7.92,"$15,770.70",Credit Card,Government,In Transit,1.0
TXN-2024-10189,2024/09/17,IPHONE 15 PRO,Electronics,EUROPE WEST,€919.08,13,10%,$79.92,$11688.30,Credit Card,Enterprise,Cancelled,3.0
TXN-2024-10190,2024/02/16,Sony Headphones XM5,Audio,NORTH AMERICA,399.99,506,0.10,N/A,$182155.45,Purchase Order,Small Business,Cancelled,3.0
TXN-2024-10191,2024/08/25,Dell XPS15,Computers,middle east,1899.50,,0.20,$151.96,"1,519.60",Cryptocurrency,Government,In Transit,Pending
TXN-2024-10192,2024.09.19,logitech mx master 3s,Accessories,latin america,$99.00,13,10%,$7.92,"1,158.30",Corporate Wire,Direct Consumer,Delivered,5.0
TXN-2024-10193,2024.12.12,sony wh-1000xm5,Audio,Mid East,€367.99,3,0.25,$32.00,$899.98,PayPal,Small Business,Pending Approval,3.5
TXN-2024-10194,20-05-2024,dell xps 15,Computers,EUROPE WEST,1899.50,22,0%,$151.96,$41789.00,Cryptocurrency,Mid-Market,Cancelled,4.8
TXN-2024-10195,2024.06.17,apple watch ultra 2,Wearables,latin america,799.00 USD,25,10%,$63.92,$17977.50,Cryptocurrency,Small Business,Cancelled,4.8
TXN-2024-10196,2024-11-12,SONY WH1000XM5,Audio,asia pacific,$400,24,30%,$32.00,"$6,719.83",Purchase Order,Small Business,Delivered,
TXN-2024-10197,2024/04/16,LG OLED 65 TV,DISPLAYS,Europe West,"$1,699",367,0.15,$135.92,$530003.05,PayPal,Small Business,Delivered,4.0
TXN-2024-10198,12 Oct 2024,iphone15pro,Electronics,Mid East,999.00 USD,15,0%,$79.92,$14985.00,Cryptocurrency,Mid-Market,Processing,3.5
TXN-2024-10199,2024-08-13,iPhone 15 pro,Electronics,middle east,$999.00,25,15%,$79.92,$21228.75,Cryptocurrency,Enterprise,Delivered,5.0
TXN-2024-10200,27 Feb 2024,Sony Headphones XM5,Audio,EUROPE WEST,€367.99,22,20%,$32.00,$7039.82,Credit Card,Enterprise,Refunded,4.8
TXN-2024-10201,01-01-2024,"MacBook Pro 16""",Computers,north america,"€2,299.08",21,20%,$199.92,$41983.20,Corporate Wire,Mid-Market,Refunded,3.5
TXN-2024-10202,2024-05-09,SAMSUNG GALAXY S24 ULTRA,Electronics,North America,"$1,299.00",21,10%,$103.92,"(24,551.10)",Purchase Order,Small Business,Delivered,3.0
TXN-2024-10203,10/12/2024,macbook pro 16,Computers,APAC,"$2,499",17,0.25,$199.92,$31862.25,Corporate Wire,Small Business,In Transit,Pending
TXN-2024-10204,16-11-2024,IPHONE 15 PRO,ELECTRONICS,Europe West,$999.00,16,25%,$79.92,"11,988.00",Corporate Wire,Small Business,Refunded,4.0
TXN-2024-10205,2024.03.23,Bose QuietComfort 45,Audio,latin america,329.00 USD,10,25%,$26.32,$2467.50,ACH Transfer,Mid-Market,Processing,4.0
TXN-2024-10206,09 Jan 2024,sony wh-1000xm5,Audio,Mid East,$400,19,10%,$32.00,"6,839.83",Purchase Order,Mid-Market,Refunded,4.8
TXN-2024-10207,2024-09-14,MacBookPro16,Computers,NA Region,2499.00,9,25%,$199.92,"$16,868.25",ACH Transfer,Mid-Market,Pending Approval,
TXN-2024-10208,27-10-2024,Sony Headphones XM5,Audio,Asia-Pac,$400,16,5%,$32.00,$6079.85,Corporate Wire,Mid-Market,Refunded,4.5
TXN-2024-10209,2024.09.26,ipad pro 12.9,TABLETS,europe west,"€1,011.08",6,5%,$87.92,$6264.30,Credit Card,Government,In Transit,2.0
TXN-2024-10210,06 Jan 2024,SAMSUNG GALAXY S24 ULTRA,Electronics,Middle East,"$1,299.00",24,0.30,$103.92,$21823.20,Cryptocurrency,Direct Consumer,Cancelled,2.0
TXN-2024-10211,24-08-2024,"MACBOOK PRO 16""",Computers,EUROPE WEST,"$2,499.00",13,0.25,$199.92,"$24,365.25",null,Mid-Market,Cancelled,Pending
TXN-2024-10212,2024.01.15,Dell XPS15,Computers,ASIA PACIFIC,"₹157,658",20,0.15,$151.96,$32291.50,Corporate Wire,Direct Consumer,Delivered,1.0
TXN-2024-10213,09-07-2024,iphone15pro,Electronics,APAC,999.00,4,20%,,$3196.80,PayPal,Enterprise,Delivered,4.8
TXN-2024-10214,2024-09-04,bose quietcomfort 45,Audio,NORTH AMERICA,$329,6,0%,$26.32,"$1,974.00",ACH Transfer,Enterprise,Refunded,Pending
TXN-2024-10215,2024.10.07,Logitech Mouse MX3S,Accessories,Mid East,$99,12,0.10,$7.92,$1069.20,Corporate Wire,Government,Cancelled,4.8
TXN-2024-10216,01-05-2024,SAMSUNG GALAXY S24 ULTRA,electronics,Middle East,"€1,195.08",163,10%,,$190563.30,Credit Card,Small Business,Processing,3.5
TXN-2024-10217,2024-08-17,iphone15pro,ELECTRONICS,Asia-Pac,999.00 USD,20,25%,$79.92,$14985.00,Purchase Order,Direct Consumer,Delivered,3.5
TXN-2024-10218,2024-03-18,Bose QuietComfort 45,Audio,europe west,€302.68,20,0.25,$26.32,$4935.00,Credit Card,Direct Consumer,Refunded,4.5
TXN-2024-10219,2024-05-14,DELL XPS 15,Computers,Middle East,"₹157,658",12,30%,$151.96,"₹1,324,331",PayPal,Small Business,Delivered,Pending
TXN-2024-10220,2024-06-18,iPhone 15 pro,Electronics,NORTH AMERICA,€919.08,18,15%,$79.92,$15284.70,Purchase Order,Enterprise,Cancelled,5.0
TXN-2024-10221,14 Nov 2024,iPhone 15 Pro,Electronics,MENA,$999,21,30%,$79.92,$14685.30,PayPal,Government,In Transit,2.0
TXN-2024-10222,2024/02/12,SAMSUNG GALAXY S24 ULTRA,Electronics,Mid East,1299.00,24,5%,N/A,$29617.20,ACH Transfer,Government,Processing,4.0
TXN-2024-10223,2024/04/27,AppleWatchUltra2,Wearables,ASIA PACIFIC,"₹66,317",19,30%,$63.92,$10626.70,Purchase Order,Small Business,Pending Approval,4.0
TXN-2024-10224,2024.06.13,bose quietcomfort 45,Audio,Asia Pacific,$329,17,0%,$26.32,"₹464,219",Purchase Order,Small Business,In Transit,3.0
TXN-2024-10225,18-10-2024,macbook pro 16-inch,Computers,NA Region,2499.00 USD,9,25%,$199.92,"$16,868.25",Cryptocurrency,Direct Consumer,Refunded,2.0
TXN-2024-10226,06/15/2024,logitech mx master 3s,Accessories,Asia Pacific,$99,4,25%,$7.92,297.00,Corporate Wire,Mid-Market,In Transit,5.0
TXN-2024-10227,2024-03-02,Dell XPS15,Computers,Latin America,1899.50 USD,21,0.15,$151.96,$33906.07,Credit Card,Small Business,Cancelled,4.0
TXN-2024-10228,11 Nov 2024,macbook pro 16,COMPUTERS,Asia Pacific,2499.00 USD,15,25%,$199.92,$28113.75,ACH Transfer,Government,Pending Approval,1.0
TXN-2024-10229,2024/04/05,Logitech MX Master 3S,Accessories,europe west,€91.08,5,0.25,$7.92,(371.25),Corporate Wire,Small Business,In Transit,3.0
TXN-2024-10230,04/21/2024,bose quietcomfort 45,Audio,Europe-W,$329,3,15%,$26.32,$838.95,Purchase Order,Small Business,Processing,4.2
TXN-2024-10231,2024.08.08,DELL XPS 15,Computers,Europe West,"₹157,658",15,0.15,$151.96,"$24,218.62",Corporate Wire,Direct Consumer,Refunded,2.0
TXN-2024-10232,2024.06.14,Bose QuietComfort 45,Audio,asia pacific,$329,22,0.25,$26.32,$5428.50,Purchase Order,Mid-Market,Delivered,4.8
TXN-2024-10233,2024-09-13,Samsung Galaxy S24 Ultra,Electronics,NA Region,"$1,299",17,25%,$103.92,$16562.25,Cryptocurrency,Enterprise,Delivered,4.0
TXN-2024-10234,10/12/2024,Bose QC 45,AUDIO,middle east,$329.00,17,0%,$26.32,"5,593.00",PayPal,Small Business,Processing,5.0
TXN-2024-10235,22 May 2024,ipad pro 12.9,Tablets,LATAM,"€1,011.08",3,0.25,$87.92,"2,472.75",null,Government,Pending Approval,2.0
TXN-2024-10236,2024/11/09,MacBookPro16,Computers,N. America,"$2,499.00",2,5%,$199.92,"₹394,092",Credit Card,Small Business,In Transit,3.5
TXN-2024-10237,2024.06.09,SAMSUNG GALAXY S24 ULTRA,Electronics,Asia Pacific,"$1,299.00",21,0%,N/A,$27279.00,Cryptocurrency,Small Business,Pending Approval,3.5
TXN-2024-10238,2024-06-06,ipad pro 12.9,Tablets,S. America,1099.00,20,0.25,$87.92,"$16,485.00",ACH Transfer,Small Business,Refunded,4.5
TXN-2024-10239,2024.02.20,macbook pro 16-inch,Computers,EUROPE WEST,2499.00,16,15%,$199.92,$33986.40,Purchase Order,Enterprise,Pending Approval,4.8
TXN-2024-10240,2024-08-27,sony wh-1000xm5,Audio,MENA,$399.99,3,0.30,$32.00,"₹69,718",Purchase Order,Small Business,Refunded,1.0
TXN-2024-10241,23 Aug 2024,Sony Headphones XM5,Audio,asia pacific,399.99 USD,7,0.00,$32.00,$2799.93,null,Direct Consumer,Processing,4.0
TXN-2024-10242,26 May 2024,sony wh-1000xm5,audio,Mid East,€367.99,25,0.00,N/A,"(9,999.75)",PayPal,Small Business,Delivered,3.5
TXN-2024-10243,2024-07-23,bose quietcomfort 45,Audio,middle east,329.00 USD,173,5%,,$54071.15,ACH Transfer,Government,Processing,3.0
TXN-2024-10244,11/15/2024,LG 65-inch OLED,Displays,N. America,"₹141,017",25,0.10,$135.92,$38227.50,Corporate Wire,Government,Processing,
TXN-2024-10245,2024-01-25,BOSE QC45,Audio,ASIA PACIFIC,329.00 USD,24,20%,$26.32,$6316.80,Purchase Order,Direct Consumer,In Transit,4.5
TXN-2024-10246,2024.02.11,iPadPro 12.9,Tablets,MENA,"₹91,217",25,25%,$87.92,$20606.25,Corporate Wire,Enterprise,In Transit,1.0
TXN-2024-10247,05 Jan 2024,Bose QC 45,Audio,Asia-Pac,329.00 USD,21,0.05,,"6,563.55",PayPal,Government,Delivered,2.0
TXN-2024-10248,2024-02-07,SAMSUNG GALAXY S24 ULTRA,Electronics,Europe West,"$1,299",11,10%,$103.92,$12860.10,Credit Card,Enterprise,Pending Approval,
TXN-2024-10249,2024.01.07,Logitech Mouse MX3S,accessories,asia pacific,$99,7,0.00,$7.92,$693.00,Corporate Wire,Direct Consumer,Processing,5.0
TXN-2024-10250,28 Oct 2024,DELL XPS 15,Computers,north america,"₹157,658",10,30%,,"13,296.50",Corporate Wire,Direct Consumer,Pending Approval,1.0
TXN-2024-10251,22-08-2024,"MACBOOK PRO 16""",Computers,MENA,"$2,499.00",6,0.25,$199.92,$11245.50,ACH Transfer,Enterprise,Refunded,1.0
TXN-2024-10252,2024/10/20,"LG OLED 65"" TV",Displays,EU-West,1699.00,20,0.10,$135.92,"₹2,538,306",Cryptocurrency,Government,Pending Approval,4.2
TXN-2024-10253,19 Jan 2024,Bose QC 45,Audio,latin america,"₹27,307",,15%,$26.32,"₹23,211",PayPal,Mid-Market,In Transit,2.0
TXN-2024-10254,2024/04/23,Logitech Mouse MX3S,Accessories,Europe West,"₹8,217",21,10%,$7.92,$1871.10,Credit Card,Mid-Market,Refunded,4.2
TXN-2024-10255,17 Mar 2024,Samsung Galaxy S24 Ultra,electronics,latin america,"$1,299",22,25%,$103.92,$21433.50,Cryptocurrency,Small Business,Refunded,2.0
TXN-2024-10256,12 Dec 2024,APPLE WATCH ULTRA 2,Wearables,Asia Pacific,$799,13,20%,$63.92,"8,309.60",Purchase Order,Small Business,In Transit,5.0
TXN-2024-10257,2024-01-28,Logitech Mouse MX3S,Accessories,North America,€91.08,,25%,$7.92,$74.25,Corporate Wire,Enterprise,Pending Approval,3.0
TXN-2024-10258,01/23/2024,"IPAD PRO 12.9""",Tablets,middle east,"₹91,217",7,0.00,$87.92,"₹638,519",Credit Card,Enterprise,Pending Approval,3.5
TXN-2024-10259,2024-05-24,Bose QuietComfort 45,Audio,NA Region,€302.68,21,10%,$26.32,"6,218.10",null,---,Refunded,5.0
TXN-2024-10260,2024-01-11,iphone 15 pro,Electronics,Europe-W,$999,12,0.10,N/A,$10789.20,null,Direct Consumer,Pending Approval,4.8
TXN-2024-10261,2024/09/25,iPhone 15 pro,Electronics,NA Region,999.00 USD,8,10%,$79.92,$7192.80,PayPal,Government,In Transit,4.2
TXN-2024-10262,2024.03.21,APPLE WATCH ULTRA 2,Wearables,MENA,799.00 USD,20,0.05,$63.92,$15181.00,ACH Transfer,Mid-Market,In Transit,3.0
TXN-2024-10263,2024-03-24,iphone 15 pro,ELECTRONICS,north america,999.00 USD,156,10%,$79.92,$140259.60,Cryptocurrency,Government,In Transit,Pending
TXN-2024-10264,2024.06.21,Bose QuietComfort 45,Audio,Europe-W,329.00 USD,2,20%,$26.32,$526.40,Purchase Order,Small Business,Cancelled,4.0
TXN-2024-10265,12-12-2024,Dell XPS15,Computers,Middle East,"₹157,658",219,30%,$151.96,"₹24,169,048",Credit Card,Mid-Market,Cancelled,4.5
TXN-2024-10266,2024.11.10,BOSE QC45,Audio,Europe West,"₹27,307",15,0.00,$26.32,"$4,935.00",Corporate Wire,Direct Consumer,Delivered,2.0
TXN-2024-10267,10 Jul 2024,Sony WH-1000XM5,Audio,NA Region,399.99 USD,16,0.05,$32.00,"₹504,627",Credit Card,Small Business,Processing,4.0
TXN-2024-10268,2024.04.11,Samsung Galaxy S24 Ultra,Electronics,Europe West,"$1,299.00",21,5%,$103.92,$25915.05,Cryptocurrency,Small Business,Refunded,4.5
TXN-2024-10269,13 Aug 2024,LOGITECH MX MASTER,accessories,Middle East,99.00,9,0.15,$7.92,$757.35,Credit Card,---,Cancelled,
TXN-2024-10270,2024-01-16,iPadPro 12.9,tablets,MENA,"$1,099.00",,30%,$87.92,$769.30,ACH Transfer,Small Business,In Transit,3.0
TXN-2024-10271,16 May 2024,BOSE QC45,Audio,Middle East,€302.68,20,0.30,$26.32,$4606.00,Purchase Order,Government,Processing,3.5
TXN-2024-10272,08/06/2024,"LG OLED 65"" TV",displays,Asia Pacific,1699.00 USD,562,5%,$135.92,$907096.10,Cryptocurrency,Small Business,Delivered,4.8
TXN-2024-10273,10/28/2024,apple watch ultra 2,Wearables,ASIA PACIFIC,$799,16,10%,$63.92,"(11,505.60)",Corporate Wire,Direct Consumer,Pending Approval,4.2
TXN-2024-10274,2024-05-18,BOSE QC45,Audio,Europe-W,€302.68,370,15%,$26.32,$103470.50,Credit Card,Direct Consumer,Delivered,3.5
TXN-2024-10275,08-03-2024,"iPad Pro 12.9""",Tablets,Asia Pacific,"₹91,217",18,25%,$87.92,$14836.50,Credit Card,Direct Consumer,Cancelled,4.2
TXN-2024-10276,02/26/2024,bose quietcomfort 45,Audio,EUROPE WEST,329.00,1,15%,$26.32,$279.65,ACH Transfer,Government,Delivered,3.5
TXN-2024-10277,2024.03.19,dell xps 15,Computers,latin america,1899.50,12,0.20,$151.96,$18235.20,ACH Transfer,Mid-Market,Refunded,3.0
TXN-2024-10278,2024/06/10,dell xps 15,Computers,asia pacific,1899.50 USD,3,20%,$151.96,$4558.80,Purchase Order,Small Business,Delivered,4.5
TXN-2024-10279,2024.05.15,samsung galaxy s24 ultra,Electronics,europe west,"₹107,817",18,30%,$103.92,"16,367.40",Cryptocurrency,Government,Refunded,2.0
TXN-2024-10280,10/13/2024,iphone 15 pro,Electronics,latin america,$999.00,4,10%,$79.92,"3,596.40",ACH Transfer,Direct Consumer,Refunded,4.8
TXN-2024-10281,2024.02.24,iPhone 15 Pro,Electronics,asia pacific,999.00,20,15%,$79.92,"16,983.00",ACH Transfer,Government,Refunded,4.0
TXN-2024-10282,07/24/2024,LG 65-inch OLED,Displays,S. America,"€1,563.08",24,25%,$135.92,$30582.00,PayPal,Enterprise,Pending Approval,4.8
TXN-2024-10283,25 Dec 2024,lg oled 65,Displays,EU-West,"₹141,017",6,0%,N/A,$10194.00,Corporate Wire,Direct Consumer,Pending Approval,4.5
TXN-2024-10284,15 Apr 2024,SAMSUNG GALAXY S24 ULTRA,ELECTRONICS,APAC,"$1,299",24,0.15,$103.92,"$26,499.60",Credit Card,Small Business,In Transit,2.0
TXN-2024-10285,21-03-2024,macbook pro 16,Computers,NA Region,"₹207,417",5,10%,$199.92,$11245.50,Credit Card,Government,Pending Approval,4.5
TXN-2024-10286,2024.08.05,LOGITECH MX MASTER,Accessories,MENA,$99,21,15%,$7.92,"(1,767.15)",ACH Transfer,Mid-Market,Cancelled,3.0
TXN-2024-10287,2024-03-21,IPHONE 15 PRO,Electronics,Europe West,"₹82,917",2,25%,$79.92,$1498.50,Credit Card,Enterprise,Delivered,4.2
TXN-2024-10288,2024.08.26,DELL XPS 15,Computers,latin america,"$1,899.50",15,10%,$151.96,$25643.25,Credit Card,Direct Consumer,Cancelled,3.5
TXN-2024-10289,2024-10-11,Dell XPS15,computers,Asia Pacific,"$1,899.50",22,0%,$151.96,"41,789.00",Cryptocurrency,Mid-Market,Cancelled,2.0
TXN-2024-10290,25 Oct 2024,Logitech Mouse MX3S,Accessories,latin america,$99.00,25,0.30,$7.92,$1732.50,ACH Transfer,Government,Pending Approval,3.0
TXN-2024-10291,2024.11.15,"MACBOOK PRO 16""",Computers,europe west,2499.00 USD,15,0%,$199.92,$37485.00,Cryptocurrency,Mid-Market,Delivered,2.0
TXN-2024-10292,10-01-2024,iphone 15 pro,electronics,latin america,$999.00,8,30%,$79.92,"5,594.40",Purchase Order,Small Business,Pending Approval,1.0
TXN-2024-10293,27 Oct 2024,AppleWatchUltra2,wearables,NORTH AMERICA,"₹66,317",13,0%,$63.92,$10387.00,Cryptocurrency,Mid-Market,Refunded,2.0
TXN-2024-10294,04/28/2024,iPhone 15 pro,electronics,EUROPE WEST,€919.08,16,15%,$79.92,$13586.40,Cryptocurrency,Enterprise,Processing,4.2
TXN-2024-10295,2024-02-13,LG OLED 65 TV,Displays,asia pacific,"₹141,017",9,0.05,$135.92,"14,526.45",Cryptocurrency,Direct Consumer,Delivered,3.5
TXN-2024-10296,2024/07/12,Logitech MX Master 3S,Accessories,S. America,€91.08,6,25%,$7.92,$445.50,Cryptocurrency,---,Delivered,4.8
TXN-2024-10297,2024-11-19,Sony Headphones XM5,Audio,middle east,"₹33,199",15,0.10,$32.00,$5399.87,Corporate Wire,Small Business,Cancelled,1.0
TXN-2024-10298,03-04-2024,lg oled 65,Displays,LATAM,1699.00 USD,2,15%,,$2888.30,Cryptocurrency,Direct Consumer,In Transit,
TXN-2024-10299,04/09/2024,Sony Headphones XM5,audio,middle east,399.99 USD,,0.05,$32.00,$379.99,Cryptocurrency,Enterprise,Cancelled,4.0
TXN-2024-10300,01/12/2024,samsung galaxy s24 ultra,Electronics,EU-West,"₹107,817",9,15%,$103.92,"$9,937.35",PayPal,Enterprise,Delivered,Pending
TXN-2024-10301,2024-05-15,"MacBook Pro 16""",Computers,Latin America,"$2,499.00",19,25%,$199.92,"$35,610.75",Credit Card,Enterprise,In Transit,3.5
TXN-2024-10302,07/27/2024,logitech mx master 3s,Accessories,MENA,$99.00,5,0.25,$7.92,$371.25,Cryptocurrency,Enterprise,Cancelled,
TXN-2024-10303,2024.12.16,iphone 15 pro,Electronics,N. America,999.00,10,20%,$79.92,$7992.00,ACH Transfer,Small Business,Processing,5.0
TXN-2024-10304,2024-04-20,"IPAD PRO 12.9""",Tablets,Middle East,1099.00,496,20%,$87.92,$436083.20,Purchase Order,Direct Consumer,Processing,3.0
TXN-2024-10305,06/28/2024,iPhone 15 Pro,Electronics,Asia-Pac,€919.08,21,5%,$79.92,"$19,930.05",Cryptocurrency,Small Business,Pending Approval,3.0
TXN-2024-10306,2024/07/01,iphone15pro,Electronics,latin america,999.00 USD,23,0%,$79.92,$22977.00,PayPal,Mid-Market,Cancelled,
TXN-2024-10307,2024-02-11,iPadPro 12.9,Tablets,latin america,"€1,011.08",7,20%,$87.92,"6,154.40",ACH Transfer,Small Business,Refunded,1.0
TXN-2024-10308,2024.05.19,iphone15pro,Electronics,Middle East,$999,1,0.10,$79.92,$899.10,Corporate Wire,Mid-Market,Delivered,1.0
TXN-2024-10309,25 Oct 2024,BOSE QC45,Audio,MENA,329.00 USD,25,0.30,$26.32,"$5,757.50",Credit Card,Small Business,Delivered,4.5
TXN-2024-10310,2024-06-21,macbook pro 16-inch,Computers,Asia Pacific,"$2,499.00",,15%,$199.92,"$2,124.15",Corporate Wire,Government,Processing,2.0
TXN-2024-10311,2024-09-22,Bose QC 45,Audio,S. America,"₹27,307",25,10%,$26.32,"7,402.50",Credit Card,Government,Refunded,4.0
TXN-2024-10312,2024/02/03,AppleWatchUltra2,Wearables,MENA,$799.00,2,20%,$63.92,"$1,278.40",Credit Card,Small Business,In Transit,5.0
TXN-2024-10313,11/06/2024,Samsung Galaxy S24 Ultra,Electronics,Europe West,1299.00,19,0.10,$103.92,$22212.90,Cryptocurrency,Direct Consumer,Delivered,5.0
TXN-2024-10314,2024/02/14,"LG OLED 65"" TV",Displays,ASIA PACIFIC,1699.00,17,5%,$135.92,"₹2,277,425",PayPal,Enterprise,In Transit,3.5
TXN-2024-10315,02-01-2024,macbook pro 16,Computers,Asia Pacific,"$2,499",420,10%,$199.92,"$944,622.00",ACH Transfer,Direct Consumer,Pending Approval,2.0
TXN-2024-10316,2024.08.09,"MACBOOK PRO 16""",computers,APAC,2499.00,7,10%,,$15743.70,null,Small Business,Cancelled,
TXN-2024-10317,03/21/2024,"MACBOOK PRO 16""",Computers,middle east,"$2,499.00",22,30%,$199.92,"$38,484.60",Corporate Wire,Government,Refunded,4.0
TXN-2024-10318,2024-07-11,macbook pro 16-inch,Computers,N. America,2499.00,22,15%,,$46731.30,Credit Card,Enterprise,Pending Approval,3.5
TXN-2024-10319,25-01-2024,IPHONE 15 PRO,Electronics,Asia Pacific,€919.08,22,25%,$79.92,$16483.50,Corporate Wire,Mid-Market,Refunded,4.2
TXN-2024-10320,03-01-2024,macbook pro 16-inch,Computers,Mid East,2499.00,11,0.15,$199.92,"23,365.65",null,Government,Cancelled,1.0
TXN-2024-10027,12-12-2024,Sony WH-1000XM5,Audio,MENA,$399.99,243,20%,$32.00,"(77,758.06)",Cryptocurrency,Mid-Market,In Transit,Pending
TXN-2024-10002,2024.06.23,DELL XPS 15,Computers,Asia Pacific,"$1,900",194,25%,N/A,$276377.25,Credit Card,Government,Cancelled,3.5
TXN-2024-10026,2024/09/17,ipad pro 12.9,TABLETS,EU-West,"$1,099.00",20,0.20,$87.92,$17584.00,Purchase Order,Mid-Market,Pending Approval,5.0
TXN-2024-10017,15-11-2024,macbook pro 16,computers,Latin America,"$2,499",9,15%,$199.92,$19117.35,Credit Card,Mid-Market,Refunded,3.0
TXN-2024-10027,12-12-2024,Sony WH-1000XM5,Audio,MENA,$399.99,243,20%,$32.00,"(77,758.06)",Cryptocurrency,Mid-Market,In Transit,Pending
TXN-2024-10001,2024-02-07,lg oled 65,Displays,S. America,1699.00,20,0.15,$135.92,"$28,883.00",ACH Transfer,Small Business,Delivered,4.0
TXN-2024-10028,2024/06/01,ipad pro 12.9,Tablets,middle east,"€1,011.08",16,0%,$87.92,"$17,584.00",Purchase Order,Mid-Market,Delivered,2.0
TXN-2024-10030,2024-04-06,samsung galaxy s24 ultra,Electronics,S. America,"$1,299",17,0%,$103.92,"$22,083.00",Cryptocurrency,Small Business,Refunded,3.0
TXN-2024-10026,2024/09/17,ipad pro 12.9,TABLETS,EU-West,"$1,099.00",20,0.20,$87.92,$17584.00,Purchase Order,Mid-Market,Pending Approval,5.0
TXN-2024-10027,12-12-2024,Sony WH-1000XM5,Audio,MENA,$399.99,243,20%,$32.00,"(77,758.06)",Cryptocurrency,Mid-Market,In Transit,Pending
TXN-2024-10014,04-04-2024,bose quietcomfort 45,Audio,middle east,329.00 USD,14,15%,$26.32,"$3,915.10",Corporate Wire,Mid-Market,Refunded,3.0
TXN-2024-10020,2024/11/16,apple watch ultra 2,Wearables,APAC,$799,21,5%,$63.92,"15,940.05",Credit Card,Mid-Market,Processing,4.8
